crime_type,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury
Kidnapping,Malleswaram,Male,22,Other,36,Knife,None
Theft,Whitefield,Female,63,Female,37,Knife,None
Vandalism,Banashankari,Other,55,Male,55,Spray Paint,None
Embezzlement,Jayanagar,Male,54,Other,40,None,Fatal
Robbery,Hebbal,Other,55,Male,59,Blunt Object,Fatal
Homicide,Jayanagar,Male,33,Female,30,Gun,Fatal
Theft,Hebbal,Male,53,Male,42,Knife,Fatal
Arson,Malleswaram,Male,54,Female,24,Fire,Fatal
Fraud,Electronic City,Male,36,Female,52,None,Fatal
Homicide,Koramangala,Male,31,Other,62,Knife,Fatal
Burglary,Indiranagar,Male,29,Male,60,Knife,None
Assault,Banashankari,Other,25,Other,20,Fists,None
Robbery,Malleswaram,Male,44,Other,23,Knife,None
Homicide,Koramangala,Other,34,Female,39,Knife,Fatal
Arson,Kamakshipalya,Male,34,Male,21,Fire,Fatal
Arson,Indiranagar,Female,41,Other,40,Fire,None
Embezzlement,Koramangala,Other,23,Male,22,None,Fatal
Robbery,Whitefield,Male,70,Female,27,Knife,None
Homicide,Whitefield,Other,48,Other,28,Knife,Fatal
Robbery,Yelahanka,Female,64,Other,24,Blunt Object,Minor
Embezzlement,Hebbal,Male,41,Female,34,None,Minor
Homicide,Banashankari,Male,20,Other,37,Knife,Fatal
Embezzlement,Electronic City,Male,58,Female,58,None,None
Robbery,Koramangala,Male,68,Female,45,Gun,None
Arson,Banashankari,Other,66,Male,61,Fire,None
Arson,Whitefield,Male,50,Female,34,None,Minor
Arson,Indiranagar,Male,64,Female,38,Fire,Fatal
Homicide,Indiranagar,Male,61,Other,44,Gun,None
Vandalism,Banashankari,Female,60,Male,62,Blunt Object,None
Homicide,Yelahanka,Male,49,Other,27,Gun,None
Vandalism,Yelahanka,Female,69,Male,19,Spray Paint,Minor
Robbery,Whitefield,Male,39,Other,20,Knife,Minor
Arson,Yelahanka,Other,40,Male,35,None,Minor
Vandalism,Koramangala,Female,18,Male,54,Blunt Object,Fatal
Vandalism,Hebbal,Female,70,Other,60,None,Minor
Kidnapping,Electronic City,Male,61,Other,36,None,None
Robbery,Yelahanka,Other,39,Female,28,Knife,Fatal
Kidnapping,Banashankari,Female,42,Male,54,Knife,Minor
Homicide,Koramangala,Male,67,Female,33,Gun,Minor
Embezzlement,Koramangala,Male,60,Other,46,None,Minor
Vandalism,Jayanagar,Female,33,Female,20,None,Fatal
Homicide,Koramangala,Male,52,Other,62,Gun,Fatal
Kidnapping,Indiranagar,Female,64,Female,22,None,Fatal
Embezzlement,Koramangala,Other,21,Other,28,None,Fatal
Embezzlement,Banashankari,Other,38,Female,33,None,Minor
Arson,Malleswaram,Female,44,Male,25,None,Fatal
Kidnapping,Indiranagar,Female,41,Female,43,Gun,Minor
Assault,Koramangala,Female,66,Female,43,Gun,Minor
Robbery,Banashankari,Female,54,Female,43,Blunt Object,None
Embezzlement,Koramangala,Other,38,Other,31,None,Minor
Burglary,Whitefield,Male,48,Female,51,None,Minor
Theft,Hebbal,Other,66,Other,52,None,None
Arson,Koramangala,Male,52,Other,48,None,Minor
Assault,Electronic City,Other,20,Other,18,Knife,Minor
Arson,Jayanagar,Other,49,Female,22,Fire,Fatal
Kidnapping,Hebbal,Female,51,Female,32,None,Fatal
Fraud,Banashankari,Male,43,Male,32,None,None
Vandalism,Banashankari,Female,44,Male,27,Spray Paint,Fatal
Theft,Jayanagar,Female,18,Male,56,Knife,Fatal
Kidnapping,Kamakshipalya,Male,26,Other,54,None,Fatal
Homicide,Indiranagar,Other,45,Other,65,Blunt Object,Fatal
Assault,Indiranagar,Other,59,Other,59,Fists,Fatal
Fraud,Malleswaram,Other,21,Male,31,None,Fatal
Fraud,Koramangala,Male,65,Male,42,None,Fatal
Arson,Jayanagar,Other,50,Male,37,Fire,Minor
Embezzlement,Jayanagar,Other,56,Other,35,None,Fatal
Vandalism,Koramangala,Male,66,Female,33,None,Fatal
Vandalism,Electronic City,Male,35,Female,65,Spray Paint,Fatal
Vandalism,Whitefield,Other,46,Male,30,Blunt Object,Fatal
Theft,Indiranagar,Female,39,Other,20,None,Minor
Assault,Electronic City,Other,38,Female,19,Gun,Fatal
Fraud,Kamakshipalya,Female,39,Male,53,None,Minor
Assault,Malleswaram,Female,66,Male,44,Gun,Minor
Vandalism,Jayanagar,Male,64,Male,29,None,Fatal
Vandalism,Electronic City,Other,51,Female,44,Spray Paint,Minor
Homicide,Indiranagar,Other,23,Other,68,Blunt Object,None
Robbery,Banashankari,Male,20,Other,62,Knife,None
Burglary,Electronic City,Other,70,Female,37,Gun,Fatal
Vandalism,Jayanagar,Other,59,Female,38,None,None
Theft,Malleswaram,Female,18,Female,69,None,None
Kidnapping,Malleswaram,Other,18,Male,45,None,Minor
Robbery,Indiranagar,Male,41,Other,39,Knife,Fatal
Burglary,Hebbal,Male,48,Female,62,Knife,Fatal
Robbery,Koramangala,Other,35,Female,67,Gun,None
Burglary,Jayanagar,Other,32,Female,35,Knife,Minor
Homicide,Jayanagar,Male,35,Male,31,Gun,Fatal
Robbery,Koramangala,Other,26,Female,29,Knife,Fatal
Assault,Electronic City,Female,37,Other,21,Fists,Fatal
Burglary,Electronic City,Female,24,Other,68,Knife,Fatal
Embezzlement,Yelahanka,Male,55,Other,62,None,Fatal
Vandalism,Whitefield,Other,67,Other,48,Spray Paint,None
Theft,Yelahanka,Male,22,Other,38,Gun,Fatal
Burglary,Malleswaram,Female,52,Other,26,Knife,None
Burglary,Malleswaram,Male,20,Female,41,Gun,None
Kidnapping,Malleswaram,Other,59,Female,59,Knife,Fatal
Assault,Malleswaram,Female,37,Other,58,Fists,Minor
Embezzlement,Indiranagar,Other,33,Female,44,None,None
Theft,Kamakshipalya,Male,55,Other,53,Gun,None
Embezzlement,Koramangala,Male,38,Other,38,None,None
Arson,Hebbal,Male,60,Male,29,None,None
Assault,Banashankari,Female,60,Female,34,Fists,Fatal
Assault,Yelahanka,Female,57,Female,45,Gun,None
Robbery,Whitefield,Female,50,Male,35,Gun,None
Robbery,Yelahanka,Female,69,Other,62,Knife,Fatal
Arson,Whitefield,Male,30,Other,59,Fire,None
Kidnapping,Yelahanka,Other,66,Female,59,Gun,Fatal
Kidnapping,Electronic City,Female,68,Male,18,Knife,Minor
Fraud,Jayanagar,Other,45,Female,61,None,None
Robbery,Indiranagar,Male,51,Male,49,Gun,None
Vandalism,Indiranagar,Other,30,Male,43,Blunt Object,None
Homicide,Malleswaram,Female,22,Female,68,Knife,Minor
Embezzlement,Banashankari,Female,18,Other,45,None,Minor
Arson,Hebbal,Other,55,Male,26,Fire,None
Burglary,Koramangala,Other,43,Other,34,Gun,Minor
Embezzlement,Banashankari,Male,40,Male,28,None,Minor
Arson,Hebbal,Female,33,Male,64,None,Minor
Arson,Malleswaram,Female,37,Other,23,Fire,Minor
Burglary,Banashankari,Other,54,Male,22,None,Minor
Vandalism,Koramangala,Female,21,Other,29,Blunt Object,Minor
Kidnapping,Koramangala,Female,47,Other,26,Knife,None
Robbery,Banashankari,Female,69,Female,31,Blunt Object,None
Fraud,Kamakshipalya,Other,48,Male,21,None,Fatal
Burglary,Malleswaram,Other,26,Male,41,Gun,None
Robbery,Kamakshipalya,Male,33,Male,55,Knife,Fatal
Fraud,Kamakshipalya,Female,52,Other,49,None,Fatal
Homicide,Indiranagar,Other,32,Female,40,Gun,None
Assault,Malleswaram,Male,36,Female,68,Gun,Minor
Arson,Jayanagar,Other,40,Male,50,Fire,None
Kidnapping,Banashankari,Female,32,Male,29,Gun,Minor
Vandalism,Whitefield,Male,31,Other,49,Blunt Object,Fatal
Embezzlement,Hebbal,Male,48,Female,49,None,None
Fraud,Yelahanka,Female,66,Female,30,None,Minor
Homicide,Malleswaram,Other,21,Other,38,Gun,None
Robbery,Electronic City,Female,55,Male,30,Knife,Minor
Vandalism,Jayanagar,Other,31,Female,36,Spray Paint,Fatal
Arson,Yelahanka,Male,40,Male,61,None,Minor
Kidnapping,Indiranagar,Female,31,Other,65,Knife,Fatal
Fraud,Koramangala,Other,50,Other,20,None,Fatal
Burglary,Kamakshipalya,Female,66,Male,69,Gun,Fatal
Theft,Yelahanka,Other,58,Female,53,Knife,Fatal
Kidnapping,Kamakshipalya,Other,41,Male,31,Gun,Fatal
Fraud,Jayanagar,Other,35,Other,51,None,None
Theft,Whitefield,Other,37,Female,44,Gun,Fatal
Fraud,Malleswaram,Male,51,Other,39,None,None
Kidnapping,Jayanagar,Male,27,Male,59,None,Fatal
Robbery,Whitefield,Other,29,Male,47,Gun,Fatal
Kidnapping,Malleswaram,Female,35,Female,46,None,Fatal
Arson,Electronic City,Female,64,Female,26,Fire,Fatal
Kidnapping,Banashankari,Male,49,Female,28,Gun,None
Robbery,Jayanagar,Other,37,Female,45,Gun,Fatal
Kidnapping,Banashankari,Male,29,Male,29,Knife,Fatal
Theft,Jayanagar,Female,46,Other,20,Gun,None
Arson,Jayanagar,Female,64,Male,24,None,Minor
Homicide,Banashankari,Female,25,Male,54,Gun,None
Kidnapping,Indiranagar,Female,30,Other,36,Gun,Fatal
Arson,Yelahanka,Female,40,Male,65,Fire,Minor
Vandalism,Koramangala,Other,55,Other,20,Spray Paint,Minor
Assault,Indiranagar,Male,61,Other,68,Fists,Minor
Vandalism,Jayanagar,Female,41,Female,32,None,Minor
Embezzlement,Malleswaram,Female,26,Other,42,None,Fatal
Vandalism,Koramangala,Other,19,Female,61,Blunt Object,None
Homicide,Whitefield,Male,38,Other,34,Knife,Fatal
Robbery,Banashankari,Male,34,Female,51,Blunt Object,None
Embezzlement,Malleswaram,Other,18,Male,36,None,Minor
Robbery,Malleswaram,Other,25,Female,19,Blunt Object,Fatal
Homicide,Hebbal,Female,69,Female,36,Blunt Object,Minor
Theft,Jayanagar,Male,54,Other,48,Gun,None
Fraud,Yelahanka,Other,31,Female,48,None,None
Assault,Yelahanka,Other,37,Female,58,Knife,None
Robbery,Kamakshipalya,Male,70,Female,24,Blunt Object,Fatal
Kidnapping,Malleswaram,Female,30,Other,59,Knife,Minor
Fraud,Whitefield,Female,58,Male,42,None,None
Embezzlement,Yelahanka,Female,59,Male,56,None,Fatal
Kidnapping,Electronic City,Female,58,Other,63,Knife,None
Kidnapping,Koramangala,Female,64,Female,25,Knife,Minor
Robbery,Koramangala,Male,34,Female,68,Blunt Object,Minor
Assault,Banashankari,Female,57,Male,68,Fists,None
Embezzlement,Jayanagar,Other,22,Female,38,None,None
Burglary,Whitefield,Female,61,Other,27,Gun,Minor
Assault,Kamakshipalya,Female,66,Other,39,Fists,Minor
Theft,Jayanagar,Female,27,Other,36,Knife,Minor
Homicide,Koramangala,Female,32,Male,59,Knife,Minor
Kidnapping,Whitefield,Male,29,Female,29,Knife,Minor
Homicide,Electronic City,Male,55,Other,19,Knife,Fatal
Arson,Kamakshipalya,Other,18,Other,56,Fire,Minor
Embezzlement,Indiranagar,Female,30,Female,62,None,None
Embezzlement,Jayanagar,Female,48,Male,49,None,None
Vandalism,Malleswaram,Other,36,Female,48,Blunt Object,None
Kidnapping,Kamakshipalya,Male,42,Female,40,Knife,Fatal
Arson,Koramangala,Female,60,Male,50,Fire,Minor
Assault,Yelahanka,Other,25,Female,30,Gun,None
Vandalism,Banashankari,Other,51,Other,67,Spray Paint,Fatal
Burglary,Koramangala,Other,50,Female,45,None,Minor
Kidnapping,Hebbal,Other,42,Female,69,None,None
Assault,Yelahanka,Other,62,Male,34,Knife,None
Theft,Kamakshipalya,Male,36,Other,33,Knife,Minor
Kidnapping,Koramangala,Other,35,Male,21,None,None
Assault,Whitefield,Male,19,Male,62,Gun,Minor
Fraud,Koramangala,Male,44,Other,19,None,Minor
Kidnapping,Hebbal,Female,50,Female,22,None,Fatal
Kidnapping,Hebbal,Other,21,Male,27,Gun,Minor
Arson,Kamakshipalya,Male,39,Male,46,Fire,None
Homicide,Malleswaram,Other,37,Female,61,Blunt Object,Minor
Homicide,Jayanagar,Male,67,Male,68,Knife,Fatal
Burglary,Hebbal,Male,63,Other,37,Gun,None
Burglary,Koramangala,Male,48,Other,35,Gun,Minor
Vandalism,Yelahanka,Female,64,Male,67,Blunt Object,Fatal
Assault,Malleswaram,Female,67,Male,51,Fists,None
Robbery,Banashankari,Female,29,Other,64,Blunt Object,Minor
Assault,Indiranagar,Female,27,Other,38,Gun,Fatal
Theft,Jayanagar,Male,57,Male,25,None,None
Theft,Hebbal,Male,19,Male,50,None,Fatal
Fraud,Malleswaram,Other,47,Female,40,None,Minor
Theft,Hebbal,Male,43,Male,46,Gun,Minor
Assault,Jayanagar,Male,21,Other,42,Knife,Fatal
Homicide,Koramangala,Male,19,Male,42,Blunt Object,Fatal
Arson,Malleswaram,Female,29,Female,68,None,None
Embezzlement,Kamakshipalya,Male,54,Other,54,None,None
Assault,Yelahanka,Other,55,Other,57,Gun,Minor
Embezzlement,Malleswaram,Other,57,Other,66,None,None
Burglary,Jayanagar,Male,40,Male,50,Gun,Fatal
Theft,Yelahanka,Other,44,Male,55,None,Minor
Kidnapping,Hebbal,Male,28,Other,62,Gun,Minor
Arson,Yelahanka,Other,35,Female,43,None,None
Fraud,Whitefield,Male,36,Other,18,None,Fatal
Fraud,Kamakshipalya,Other,19,Male,43,None,Minor
Homicide,Indiranagar,Male,53,Male,52,Blunt Object,Fatal
Robbery,Whitefield,Other,64,Male,64,Knife,Fatal
Kidnapping,Malleswaram,Other,67,Other,63,Knife,Fatal
Kidnapping,Kamakshipalya,Female,19,Female,22,Knife,None
Arson,Koramangala,Female,39,Male,64,None,Minor
Theft,Hebbal,Male,27,Other,40,None,Fatal
Theft,Whitefield,Male,29,Male,52,Knife,Minor
Kidnapping,Kamakshipalya,Male,70,Other,70,None,Minor
Embezzlement,Electronic City,Other,64,Male,51,None,Fatal
Embezzlement,Banashankari,Female,58,Male,42,None,Fatal
Arson,Indiranagar,Female,64,Male,37,Fire,Minor
Fraud,Indiranagar,Male,64,Female,44,None,Fatal
Embezzlement,Koramangala,Male,52,Female,23,None,Fatal
Kidnapping,Yelahanka,Female,19,Female,67,None,Fatal
Theft,Electronic City,Male,27,Other,43,Knife,None
Homicide,Hebbal,Male,42,Male,62,Knife,Fatal
Embezzlement,Kamakshipalya,Female,64,Other,33,None,None
Arson,Whitefield,Male,58,Female,26,None,Minor
Burglary,Hebbal,Female,25,Male,39,Gun,Fatal
Fraud,Electronic City,Other,63,Female,42,None,Fatal
Arson,Koramangala,Other,26,Other,29,None,Minor
Embezzlement,Yelahanka,Female,56,Other,23,None,None
Fraud,Jayanagar,Male,20,Other,23,None,Minor
Assault,Malleswaram,Female,58,Other,50,Knife,None
Vandalism,Electronic City,Female,63,Other,48,None,Fatal
Theft,Indiranagar,Male,41,Female,62,Gun,None
Vandalism,Jayanagar,Male,55,Male,49,None,Fatal
Theft,Koramangala,Male,68,Female,34,Knife,None
Arson,Yelahanka,Male,61,Other,44,Fire,Minor
Vandalism,Koramangala,Male,30,Female,50,Blunt Object,Fatal
Assault,Indiranagar,Male,52,Male,58,Gun,Fatal
Homicide,Indiranagar,Male,51,Other,69,Knife,Fatal
Arson,Electronic City,Male,62,Other,35,Fire,Minor
Vandalism,Kamakshipalya,Other,49,Female,49,None,Minor
Fraud,Banashankari,Male,52,Female,56,None,Minor
Robbery,Electronic City,Other,21,Male,29,Gun,Fatal
Vandalism,Electronic City,Male,18,Male,68,Spray Paint,Minor
Assault,Whitefield,Female,34,Other,58,Gun,Fatal
Burglary,Kamakshipalya,Male,43,Male,42,Knife,None
Embezzlement,Electronic City,Female,58,Other,64,None,None
Burglary,Jayanagar,Female,40,Other,65,None,Minor
Robbery,Jayanagar,Male,42,Female,27,Knife,None
Theft,Koramangala,Other,40,Other,59,None,Fatal
Vandalism,Yelahanka,Other,41,Male,31,None,None
Burglary,Electronic City,Female,41,Other,23,Knife,Fatal
Assault,Banashankari,Other,21,Male,45,Knife,Fatal
Robbery,Indiranagar,Female,52,Female,25,Blunt Object,None
Vandalism,Jayanagar,Female,31,Other,53,Spray Paint,None
Kidnapping,Jayanagar,Other,69,Male,26,Gun,None
Vandalism,Koramangala,Female,39,Female,63,Spray Paint,Fatal
Arson,Whitefield,Female,25,Male,29,Fire,None
Fraud,Yelahanka,Female,45,Male,57,None,Minor
Assault,Banashankari,Female,47,Other,36,Fists,Minor
Vandalism,Indiranagar,Other,63,Male,43,None,None
Assault,Whitefield,Male,55,Other,62,Knife,None
Homicide,Indiranagar,Male,44,Male,46,Blunt Object,Fatal
Fraud,Koramangala,Female,43,Male,36,None,Minor
Kidnapping,Electronic City,Male,39,Male,45,Gun,Minor
Theft,Koramangala,Male,33,Female,42,Knife,Minor
Vandalism,Whitefield,Male,36,Other,33,None,Fatal
Homicide,Hebbal,Male,31,Male,29,Blunt Object,Fatal
Theft,Malleswaram,Male,55,Female,26,Gun,Fatal
Vandalism,Kamakshipalya,Female,25,Male,30,Spray Paint,Minor
Theft,Banashankari,Other,67,Female,60,Knife,Fatal
Robbery,Jayanagar,Male,25,Female,19,Knife,None
Theft,Banashankari,Male,68,Male,62,None,Fatal
Embezzlement,Whitefield,Other,27,Male,63,None,None
Burglary,Jayanagar,Male,67,Other,22,None,None
Theft,Banashankari,Other,23,Female,42,Gun,Minor
Kidnapping,Hebbal,Male,36,Other,26,Knife,Minor
Kidnapping,Hebbal,Female,25,Other,34,Gun,None
Assault,Hebbal,Other,66,Male,24,Fists,Fatal
Homicide,Yelahanka,Male,21,Male,69,Gun,Fatal
Robbery,Kamakshipalya,Other,20,Female,60,Gun,Minor
Assault,Whitefield,Other,63,Female,53,Fists,Minor
Embezzlement,Koramangala,Female,62,Female,20,None,Minor
Robbery,Malleswaram,Female,55,Male,60,Knife,None
Homicide,Whitefield,Male,60,Female,52,Blunt Object,Minor
Robbery,Malleswaram,Female,28,Male,23,Gun,None
Arson,Banashankari,Other,61,Male,28,Fire,Fatal
Fraud,Jayanagar,Female,53,Female,67,None,None
Vandalism,Yelahanka,Male,60,Female,34,Spray Paint,None
Fraud,Hebbal,Other,62,Other,25,None,Minor
Arson,Electronic City,Male,35,Female,24,Fire,Minor
Robbery,Koramangala,Other,48,Female,42,Blunt Object,None
Robbery,Koramangala,Male,25,Male,67,Knife,Minor
Embezzlement,Kamakshipalya,Female,31,Male,29,None,Minor
Embezzlement,Indiranagar,Other,64,Other,68,None,None
Robbery,Electronic City,Male,46,Female,51,Blunt Object,Minor
Embezzlement,Kamakshipalya,Male,26,Female,32,None,Minor
Embezzlement,Banashankari,Other,70,Male,18,None,Fatal
Arson,Banashankari,Female,23,Female,24,Fire,None
Robbery,Yelahanka,Female,39,Other,56,Knife,None
Arson,Malleswaram,Other,32,Female,67,Fire,None
Vandalism,Malleswaram,Female,64,Other,56,Blunt Object,Fatal
Embezzlement,Jayanagar,Other,64,Male,57,None,Minor
Kidnapping,Indiranagar,Male,66,Female,48,None,Minor
Burglary,Koramangala,Male,36,Other,18,Knife,Minor
Vandalism,Koramangala,Other,69,Female,35,None,Fatal
Vandalism,Kamakshipalya,Male,52,Other,49,None,None
Robbery,Hebbal,Male,58,Male,28,Knife,Minor
Kidnapping,Yelahanka,Other,39,Other,34,Knife,Fatal
Kidnapping,Kamakshipalya,Other,37,Male,24,Gun,Minor
Homicide,Hebbal,Male,47,Female,33,Blunt Object,None
Fraud,Malleswaram,Female,30,Male,43,None,Minor
Kidnapping,Hebbal,Other,64,Male,64,Knife,Fatal
Burglary,Whitefield,Other,54,Male,69,Gun,None
Theft,Yelahanka,Female,27,Male,65,Knife,None
Theft,Jayanagar,Male,33,Female,30,Gun,Minor
Robbery,Malleswaram,Male,64,Male,49,Knife,None
Arson,Malleswaram,Male,66,Other,45,Fire,None
Embezzlement,Hebbal,Male,62,Female,63,None,None
Burglary,Malleswaram,Male,52,Other,38,Knife,Minor
Robbery,Electronic City,Other,28,Female,35,Gun,None
Kidnapping,Whitefield,Female,28,Other,41,Knife,Fatal
Fraud,Kamakshipalya,Other,70,Female,22,None,Minor
Robbery,Jayanagar,Other,45,Other,57,Blunt Object,None
Theft,Banashankari,Other,62,Female,54,Knife,None
Vandalism,Whitefield,Other,33,Other,45,None,None
Kidnapping,Jayanagar,Other,51,Other,43,None,None
Vandalism,Whitefield,Female,18,Male,68,Blunt Object,None
Fraud,Electronic City,Male,27,Other,20,None,Minor
Homicide,Banashankari,Male,58,Female,20,Gun,Fatal
Arson,Jayanagar,Female,69,Female,44,Fire,Fatal
Vandalism,Yelahanka,Male,70,Female,40,Spray Paint,None
Vandalism,Kamakshipalya,Other,37,Other,34,Blunt Object,Fatal
Burglary,Banashankari,Female,54,Other,65,Gun,Minor
Homicide,Malleswaram,Female,57,Other,40,Gun,None
Kidnapping,Banashankari,Male,25,Other,41,Knife,None
Homicide,Yelahanka,Male,24,Male,69,Knife,Fatal
Theft,Indiranagar,Other,23,Other,56,Knife,None
Kidnapping,Hebbal,Male,28,Male,66,None,Fatal
Embezzlement,Jayanagar,Other,36,Male,69,None,Minor
Fraud,Banashankari,Male,35,Male,24,None,Minor
Assault,Indiranagar,Female,43,Male,67,Knife,Minor
Theft,Hebbal,Male,42,Female,31,Knife,Fatal
Embezzlement,Whitefield,Other,48,Other,48,None,Minor
Homicide,Jayanagar,Female,51,Male,56,Knife,Minor
Arson,Electronic City,Female,24,Female,35,Fire,Fatal
Burglary,Whitefield,Other,23,Male,70,Knife,None
Robbery,Whitefield,Male,66,Other,20,Gun,None
Arson,Koramangala,Male,46,Female,27,Fire,Fatal
Arson,Jayanagar,Female,25,Male,60,Fire,Fatal
Kidnapping,Whitefield,Female,41,Female,19,Gun,Minor
Burglary,Banashankari,Female,68,Female,54,None,Fatal
Homicide,Malleswaram,Female,56,Other,69,Gun,Fatal
Homicide,Whitefield,Male,46,Male,28,Gun,Fatal
Homicide,Koramangala,Female,34,Female,65,Blunt Object,Minor
Vandalism,Malleswaram,Male,66,Male,59,Blunt Object,Fatal
Fraud,Yelahanka,Male,55,Other,42,None,None
Burglary,Whitefield,Other,70,Other,37,Knife,Fatal
Theft,Jayanagar,Male,18,Female,70,None,None
Vandalism,Yelahanka,Female,63,Male,46,None,None
Robbery,Electronic City,Female,66,Female,21,Blunt Object,Fatal
Embezzlement,Indiranagar,Other,69,Other,38,None,None
Theft,Electronic City,Other,18,Male,45,Gun,None
Vandalism,Kamakshipalya,Female,23,Female,45,Spray Paint,None
Vandalism,Banashankari,Other,45,Other,26,None,Minor
Homicide,Electronic City,Other,25,Other,59,Knife,None
Theft,Hebbal,Male,56,Male,61,Gun,None
Assault,Malleswaram,Female,38,Other,35,Gun,Minor
Vandalism,Electronic City,Female,19,Male,41,None,None
Assault,Hebbal,Other,41,Other,46,Knife,None
Theft,Koramangala,Other,64,Female,26,Knife,None
Burglary,Jayanagar,Female,46,Other,29,Knife,Fatal
Fraud,Koramangala,Other,21,Other,20,None,None
Vandalism,Kamakshipalya,Male,53,Other,47,Spray Paint,Fatal
Embezzlement,Whitefield,Male,43,Other,69,None,None
Fraud,Koramangala,Male,43,Male,31,None,None
Burglary,Indiranagar,Female,40,Female,37,Gun,None
Assault,Indiranagar,Male,27,Other,66,Gun,None
Vandalism,Electronic City,Male,33,Other,18,Blunt Object,None
Arson,Banashankari,Female,59,Male,46,Fire,Minor
Vandalism,Jayanagar,Other,56,Male,36,None,Fatal
Kidnapping,Malleswaram,Other,26,Other,47,None,Minor
Robbery,Koramangala,Male,61,Female,31,Blunt Object,Fatal
Homicide,Malleswaram,Male,34,Male,47,Blunt Object,Fatal
Embezzlement,Kamakshipalya,Male,19,Other,24,None,None
Robbery,Electronic City,Other,38,Female,70,Gun,Minor
Assault,Banashankari,Other,44,Other,22,Knife,None
Theft,Electronic City,Female,52,Female,49,None,None
Embezzlement,Electronic City,Other,32,Male,65,None,Fatal
Robbery,Koramangala,Other,69,Female,37,Gun,Minor
Burglary,Whitefield,Female,54,Female,43,None,Minor
Homicide,Electronic City,Female,57,Female,36,Gun,None
Embezzlement,Hebbal,Male,55,Female,25,None,Fatal
Kidnapping,Hebbal,Other,62,Male,62,Knife,Fatal
Vandalism,Banashankari,Other,19,Male,29,Blunt Object,Minor
Burglary,Malleswaram,Other,49,Female,27,Gun,Minor
Assault,Whitefield,Other,51,Female,70,Gun,Fatal
Homicide,Jayanagar,Other,68,Other,70,Gun,Fatal
Homicide,Hebbal,Male,52,Other,46,Knife,Fatal
Homicide,Hebbal,Female,29,Other,30,Knife,None
Fraud,Indiranagar,Female,39,Male,22,None,Fatal
Kidnapping,Malleswaram,Other,44,Female,47,Gun,Minor
Arson,Jayanagar,Male,62,Other,59,Fire,None
Homicide,Kamakshipalya,Male,54,Female,26,Blunt Object,Minor
Embezzlement,Koramangala,Male,53,Male,56,None,None
Robbery,Hebbal,Male,66,Other,67,Blunt Object,Fatal
Embezzlement,Koramangala,Other,70,Male,24,None,None
Burglary,Indiranagar,Male,66,Other,41,Gun,Minor
Assault,Hebbal,Male,66,Female,42,Fists,None
Homicide,Malleswaram,Other,61,Female,47,Blunt Object,Fatal
Vandalism,Banashankari,Male,64,Female,66,Spray Paint,Minor
Robbery,Jayanagar,Male,67,Female,65,Knife,Minor
Kidnapping,Electronic City,Male,25,Male,35,Gun,Fatal
Fraud,Kamakshipalya,Female,50,Female,44,None,None
Arson,Electronic City,Other,57,Female,35,Fire,Fatal
Embezzlement,Indiranagar,Female,20,Other,65,None,Minor
Robbery,Koramangala,Male,69,Male,70,Gun,Fatal
Embezzlement,Yelahanka,Other,64,Male,34,None,Fatal
Robbery,Malleswaram,Male,68,Other,18,Knife,Fatal
Robbery,Hebbal,Other,34,Male,50,Gun,None
Robbery,Koramangala,Other,20,Other,32,Gun,Fatal
Embezzlement,Banashankari,Male,21,Other,51,None,None
Vandalism,Jayanagar,Female,20,Male,60,None,Minor
Homicide,Jayanagar,Male,66,Male,55,Gun,Minor
Embezzlement,Kamakshipalya,Female,22,Female,50,None,None
Theft,Hebbal,Male,55,Female,22,Gun,Fatal
Homicide,Jayanagar,Other,67,Other,67,Blunt Object,None
Arson,Jayanagar,Male,19,Female,48,None,Minor
Assault,Banashankari,Male,36,Male,34,Gun,Fatal
Homicide,Indiranagar,Female,70,Male,58,Knife,None
Burglary,Koramangala,Female,56,Male,55,None,Fatal
Arson,Banashankari,Male,51,Male,70,Fire,Fatal
Burglary,Malleswaram,Male,69,Female,51,Gun,Minor
Embezzlement,Yelahanka,Other,43,Male,24,None,None
Burglary,Yelahanka,Male,29,Female,49,Knife,Minor
Arson,Kamakshipalya,Other,22,Other,49,Fire,Fatal
Theft,Banashankari,Male,45,Male,39,Knife,Minor
Theft,Malleswaram,Female,25,Other,43,Knife,None
Assault,Malleswaram,Other,52,Female,55,Fists,Minor
Robbery,Yelahanka,Other,29,Other,41,Blunt Object,Minor
Kidnapping,Whitefield,Female,51,Male,55,Gun,Fatal
Embezzlement,Whitefield,Male,61,Other,27,None,None
Vandalism,Koramangala,Male,63,Other,29,Spray Paint,Minor
Vandalism,Electronic City,Female,32,Other,62,None,None
Robbery,Electronic City,Female,31,Female,68,Knife,None
Assault,Indiranagar,Male,22,Female,55,Fists,Minor
Embezzlement,Malleswaram,Female,70,Male,26,None,Minor
Kidnapping,Banashankari,Other,48,Male,46,None,Minor
Homicide,Jayanagar,Male,38,Female,67,Knife,Minor
Assault,Banashankari,Other,57,Female,59,Gun,Fatal
Homicide,Kamakshipalya,Female,34,Female,22,Blunt Object,Fatal
Robbery,Koramangala,Other,48,Male,23,Gun,Minor
Homicide,Malleswaram,Male,42,Other,66,Knife,None
Assault,Jayanagar,Male,62,Other,49,Fists,None
Assault,Banashankari,Female,23,Male,58,Gun,Minor
Burglary,Electronic City,Female,69,Other,59,Knife,None
